segmento_idx,posto,hora_ini,n_steps,soc_inicial_m1_pct,soc_final_m1_pct,soc_inicial_m2_pct,soc_final_m2_pct,soc_inicial_m3_pct,soc_final_m3_pct,soc_inicial_m4_pct,soc_final_m4_pct,monitor_bessm1_csv,monitor_bessm2_csv,monitor_bessm3_csv,monitor_bessm4_csv
10,FORA_PONTA,188.75,84,74.8925,100.0,74.8925,100.0,55.1039,100.0,55.8303,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00010_FORA_PONTA.csv
11,PONTA,209.75,12,100.0,74.2276,100.0,74.2276,100.0,53.9137,100.0,54.6585,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00011_PONTA.csv
12,FORA_PONTA,212.75,84,74.2276,100.0,74.2276,100.0,53.9137,100.0,54.6585,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00012_FORA_PONTA.csv
13,PONTA,233.75,12,100.0,71.5329,100.0,71.5329,100.0,49.089,100.0,49.9081,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00013_PONTA.csv
14,FORA_PONTA,236.75,276,71.5329,100.0,71.5329,100.0,49.089,100.0,49.9081,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00014_FORA_PONTA.csv
15,PONTA,305.75,12,100.0,73.7911,100.0,73.7911,100.0,53.1323,100.0,53.8892,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00015_PONTA.csv
16,FORA_PONTA,308.75,84,73.7911,100.0,73.7911,100.0,53.1323,100.0,53.8892,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00016_FORA_PONTA.csv
17,PONTA,329.75,12,100.0,73.2491,100.0,73.2491,100.0,52.162,100.0,52.9339,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00017_PONTA.csv
18,FORA_PONTA,332.75,84,73.2491,100.0,73.2491,100.0,52.162,100.0,52.9339,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00018_FORA_PONTA.csv
19,PONTA,353.75,12,100.0,72.5219,100.0,72.5219,100.0,50.8602,100.0,51.6523,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00019_PONTA.csv
20,FORA_PONTA,356.75,84,72.5219,100.0,72.5219,100.0,50.8602,100.0,51.6523,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00020_FORA_PONTA.csv
21,PONTA,377.75,12,100.0,72.9854,100.0,72.9854,100.0,51.6899,100.0,52.4691,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00021_PONTA.csv
22,FORA_PONTA,380.75,84,72.9854,100.0,72.9854,100.0,51.6899,100.0,52.4691,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00022_FORA_PONTA.csv
23,PONTA,401.75,12,100.0,66.9783,100.0,66.9783,100.0,40.9337,100.0,41.8779,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00023_PONTA.csv
24,FORA_PONTA,404.75,276,66.9783,100.0,66.9783,100.0,40.9337,100.0,41.8779,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00024_FORA_PONTA.csv
25,PONTA,473.75,12,100.0,71.5984,100.0,71.5984,100.0,49.2066,100.0,50.0241,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00025_PONTA.csv
26,FORA_PONTA,476.75,84,71.5984,100.0,71.5984,100.0,49.2066,100.0,50.0241,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00026_FORA_PONTA.csv
27,PONTA,497.75,12,100.0,71.684,100.0,71.684,100.0,49.3599,100.0,50.1749,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00027_PONTA.csv
28,FORA_PONTA,500.75,84,71.684,100.0,71.684,100.0,49.3599,100.0,50.1749,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00028_FORA_PONTA.csv
29,PONTA,521.75,12,100.0,70.5762,100.0,70.5762,100.0,47.3765,100.0,48.2221,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00029_PONTA.csv
30,FORA_PONTA,524.75,84,70.5762,100.0,70.5762,100.0,47.3765,100.0,48.2221,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00030_FORA_PONTA.csv
31,PONTA,545.75,12,100.0,69.4876,100.0,69.4876,100.0,45.427,100.0,46.3024,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00031_PONTA.csv
32,FORA_PONTA,548.75,84,69.4876,100.0,69.4876,100.0,45.427,100.0,46.3024,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM1_IN_s00032_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM2_IN_s00032_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM3_IN_s00032_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 023 segmentos_pass1_sem_hvac_int_ano_2033\UFSM_Mon_BESSM4_IN_s00032_FORA_PONTA.csv
